2020-05-07 23:30:49,846 - MLP - INFO - now initialize the net with para:
2020-05-07 23:30:49,847 - MLP - INFO - CKPT
2020-05-07 23:30:49,847 - MLP - INFO - ckpt
2020-05-07 23:30:49,847 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,847 - MLP - INFO - BATCHSIZE
2020-05-07 23:30:49,847 - MLP - INFO - 512
2020-05-07 23:30:49,847 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,847 - MLP - INFO - MAX_ITER
2020-05-07 23:30:49,847 - MLP - INFO - 9
2020-05-07 23:30:49,847 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,847 - MLP - INFO - STEP_EACH_ITER
2020-05-07 23:30:49,847 - MLP - INFO - 500
2020-05-07 23:30:49,848 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,848 - MLP - INFO - STEP_SHOW_train
2020-05-07 23:30:49,848 - MLP - INFO - 30
2020-05-07 23:30:49,848 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,848 - MLP - INFO - STEP_SHOW_test
2020-05-07 23:30:49,848 - MLP - INFO - 50
2020-05-07 23:30:49,848 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,848 - MLP - INFO - EPOCH_SAVE
2020-05-07 23:30:49,848 - MLP - INFO - 10
2020-05-07 23:30:49,848 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,848 - MLP - INFO - LEARNING_RATE
2020-05-07 23:30:49,848 - MLP - INFO - 0.0001
2020-05-07 23:30:49,848 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,848 - MLP - INFO - bound_weight
2020-05-07 23:30:49,848 - MLP - INFO - 1
2020-05-07 23:30:49,848 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,849 - MLP - INFO - step_unbound
2020-05-07 23:30:49,849 - MLP - INFO - 5
2020-05-07 23:30:49,849 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,849 - MLP - INFO - decay
2020-05-07 23:30:49,849 - MLP - INFO - False
2020-05-07 23:30:49,849 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,849 - MLP - INFO - test_line
2020-05-07 23:30:49,849 - MLP - INFO - False
2020-05-07 23:30:49,849 - MLP - INFO - -----------------------------
2020-05-07 23:30:49,849 - MLP - INFO - is_plot
2020-05-07 23:30:49,849 - MLP - INFO - True
2020-05-07 23:30:49,849 - MLP - INFO - -----------------------------
2020-05-07 23:30:59,122 - MLP - INFO - openning sess
2020-05-07 23:30:59,191 - MLP - INFO - building net
2020-05-07 23:30:59,340 - MLP - INFO - building opt
2020-05-07 23:30:59,444 - MLP - INFO - net initializing
2020-05-07 23:30:59,444 - MLP - INFO - train epoch 0 of total 9 epoches
2020-05-07 23:31:01,246 - MLP - INFO - loss 1.744166905681987, in epoch 0, in step 29, in global step 0.482421875, acc is 0.482421875,                    taks 1.8020002841949463 seconds
2020-05-07 23:31:02,442 - MLP - INFO - test->loss 0.9204291305369519, in epoch 0, in step 49, in global step 50,                     acc is 0.48046875, taks 1.1949999332427979 seconds
2020-05-07 23:31:03,013 - MLP - INFO - loss 0.7425867178379528, in epoch 0, in step 59, in global step 0.498046875, acc is 0.498046875,                    taks 0.5710000991821289 seconds
2020-05-07 23:31:04,709 - MLP - INFO - loss 0.6969900410162464, in epoch 0, in step 89, in global step 0.49609375, acc is 0.49609375,                    taks 1.696000099182129 seconds
2020-05-07 23:31:05,327 - MLP - INFO - test->loss 0.6923894935336141, in epoch 0, in step 99, in global step 100,                     acc is 0.51953125, taks 0.617999792098999 seconds
2020-05-07 23:31:06,462 - MLP - INFO - loss 0.6932436220630169, in epoch 0, in step 119, in global step 0.49609375, acc is 0.49609375,                    taks 1.1340000629425049 seconds
2020-05-07 23:31:08,175 - MLP - INFO - loss 0.6931605622659831, in epoch 0, in step 149, in global step 0.48828125, acc is 0.48828125,                    taks 1.7130000591278076 seconds
2020-05-07 23:31:08,203 - MLP - INFO - test->loss 0.6931089793668292, in epoch 0, in step 149, in global step 150,                     acc is 0.51953125, taks 0.0279998779296875 seconds
2020-05-07 23:31:09,906 - MLP - INFO - loss 0.6930080070431965, in epoch 0, in step 179, in global step 0.513671875, acc is 0.513671875,                    taks 1.7020001411437988 seconds
2020-05-07 23:31:11,086 - MLP - INFO - test->loss 0.6926972890488718, in epoch 0, in step 199, in global step 200,                     acc is 0.51953125, taks 1.1800000667572021 seconds
2020-05-07 23:31:11,658 - MLP - INFO - loss 0.6944735684292719, in epoch 0, in step 209, in global step 0.46484375, acc is 0.46484375,                    taks 0.5720000267028809 seconds
2020-05-07 23:31:13,355 - MLP - INFO - loss 0.6940382797486325, in epoch 0, in step 239, in global step 0.484375, acc is 0.484375,                    taks 1.6970000267028809 seconds
2020-05-07 23:31:13,967 - MLP - INFO - test->loss 0.6940958522033231, in epoch 0, in step 249, in global step 250,                     acc is 0.48046875, taks 0.6119999885559082 seconds
2020-05-07 23:31:15,101 - MLP - INFO - loss 0.6931175800602685, in epoch 0, in step 269, in global step 0.51953125, acc is 0.51953125,                    taks 1.1340000629425049 seconds
2020-05-07 23:31:16,819 - MLP - INFO - loss 0.692169951152228, in epoch 0, in step 299, in global step 0.533203125, acc is 0.533203125,                    taks 1.7179999351501465 seconds
2020-05-07 23:31:16,847 - MLP - INFO - test->loss 0.6941265343901573, in epoch 0, in step 299, in global step 300,                     acc is 0.48046875, taks 0.0279998779296875 seconds
2020-05-07 23:31:18,555 - MLP - INFO - loss 0.6937710904776968, in epoch 0, in step 329, in global step 0.48828125, acc is 0.48828125,                    taks 1.7070000171661377 seconds
